Titolo,Tipologia,Data Inizio,Data Fine,Orario,Luogo,Prezzo,Link,Fonte
Cantina Le Macchie - Soggiorno in Botte & Degustazione,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€280,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/cantina-le-macchie-soggiorno-in-botte-degustazione,WineriesExperience
Cantina Le Macchie - Sogno in Botte,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€199,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/cantina-le-macchie-sogno-in-botte,WineriesExperience
Cantina Le Macchie - Sorsi e Relax,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€320,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/cantina-le-macchie-sorsi-e-relax,WineriesExperience
Cantina Le Macchie - Wine & Food Experience,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€65,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/cantina-le-macchie-wine-food-experience,WineriesExperience
Cantina Le Macchie - Wine Lovers,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€35,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/cantina-le-macchie-wine-lovers,WineriesExperience
Cantina Leonardi - Dalla Bolla al Dolce,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€40,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/cantina-leonardi-dalla-bolla-al-dolce,WineriesExperience
"Cantina Leonardi - Degustazione 3 Vini ""Alla scoperta del territorio""",Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€34,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/cantina-leonardi-alla-scoperta-del-territorio,WineriesExperience
Cantina Leonardi - E-Bike TOUR,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€100,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/cantina-leonardi-e-bike-tour,WineriesExperience
Cantina Leonardi - I Vini di famiglia,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€25,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/cantina-leonardi-i-vini-di-famiglia,WineriesExperience
Cantine Capitani - Pic Nic,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€45,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/cantine-capitani-pic-nic,WineriesExperience
Cantine Capitani - Tour e degustazione 4 vini,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€40,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/cantine-capitani-tour-e-degustazione,WineriesExperience
Casale del Giglio - Degustazione vino Classica,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€48,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/casale-del-giglio-degustazione-vino-classica,WineriesExperience
Casale Mattia - Aperitivo al tramonto,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€25,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/casale-mattia-aperitivo-al-tramonto,WineriesExperience
Casale Mattia - Degustazione 2 vini,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€28,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/casale-mattia-degustazione-2-vini,WineriesExperience
Casale Mattia - Degustazione 3 vini,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€37,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/casale-mattia-degustazione-3-vini,WineriesExperience
Casale Mattia - Degustazione con light lunch,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€43,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/casale-mattia-degustazione-con-light-lunch,WineriesExperience
Casale Mattia - Pic nic nel vigneto,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€35,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/casale-mattia-pic-nic-nel-vigneto,WineriesExperience
Castel de Paolis - Degustazione Campovecchio,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€25,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/castel-de-paolis-degustazione-campovecchio,WineriesExperience
Castel de Paolis - Degustazione Mix,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€30,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/castel-de-paolis-degustazione-mix,WineriesExperience
Castel de Paolis - Degustazione Premium,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€35,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/castel-de-paolis-degustazione-premium,WineriesExperience
De Sanctis - Degustazione 3 Vini,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€30,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/de-sanctis-degustazione-3-vini,WineriesExperience
De Sanctis - Degustazione Vino Premium,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€45,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/de-sanctis-degustazione-premium,WineriesExperience
De Sanctis - Pranzo con Degustazione,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€45,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/de-sanctis-pranzo-con-degustazione,WineriesExperience
Eredi dei Papi - Aperitivo in Vigna,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€40,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/eredi-dei-papi-aperitivo-in-vigna,WineriesExperience
Eredi dei Papi - Degustazione 3 Vini con Light Lunch,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€40,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/eredi-dei-papi-degustazione-3-vini-con-light-lunch,WineriesExperience
Eredi dei Papi - Degustazione 4 Vini con Light Lunch,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€45,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/eredi-dei-papi-degustazione-4-vini-con-light-lunch,WineriesExperience
Gaffino - Percorso classico,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€23,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/gaffino-percorso-classico,WineriesExperience
Gaffino - Percorso degustazione,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€18,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/gaffino-percorso-degustazione,WineriesExperience
Gaffino - Percorso selezione,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€28,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/gaffino-percorso-selezione,WineriesExperience
Malauva - Visita e Degustazione 4 Vini,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€25,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/malauva-visita-e-degustazione-4-vini,WineriesExperience
"Aiuti dal nostro ""Diario di Viaggio""",Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€45,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/malauva-visita-e-degustazione-4-vini-completa,WineriesExperience
Marco carpineti - ARIA - Flying in the sky + visita delle cantine + degustazione,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€90,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/marco-carpineti-aria-flying-in-the-sky-visita-delle-cantine-degustazione,WineriesExperience
Marco carpineti - Degustazione di 4 Etichette Marco Carpineti,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€20,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/marco-carpineti-degustazione-di-4-etichette-marco-carpineti,WineriesExperience
Marco Carpineti - Degustazione Premium con Light Lunch,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€55,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/marco-carpineti-degustazione-premium-con-light-lunch,WineriesExperience
Marco carpineti - Degustazione Tradizionale,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,"€40,00 EUR",https://wineriesexperience.it/collections/degustazioni-vini-lazio/products/marco-carpineti-etere-classic-visita-guidata-in-cantina-presso-le-nostre-tenute-degustazione-linea-classic,WineriesExperience
