Titolo,Tipologia,Data Inizio,Data Fine,Orario,Luogo,Prezzo,Link,Fonte
Titolo non trovato,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,Consulta sito,https://www.winetourism.com/experience/stay-at-cantina-i-ciacca,Winetourism.com
Lazio Vineyard Walk & Organic Wine Tasting,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Pietra Porzia 50, Frascati, Italia / Roma / Lazio, 44, Italy",30.00,https://www.winetourism.com/experience/walk-and-tasting-of-wines,Winetourism.com
Lazio Wine & Sky: Frascati Vineyards Tour & Flight,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Pietra Porzia 50, 00044 Frascati Rome, Italy",135.00,https://www.winetourism.com/experience/tasting-and-flying-over-the-vineyards-of-frascati,Winetourism.com
Lazio Vineyard Immersion & Wine Tasting,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Foresta 51, 02100 Rieti Rieti, Italy",30.00,https://www.winetourism.com/experience/the-origins-cantina-le-macchie,Winetourism.com
Lazio Vineyard & Cellar Tour with Wine Tasting,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Foresta 51, 02100 Rieti Rieti, Italy",40.00,https://www.winetourism.com/experience/wine-lovers-cantina-le-macchie,Winetourism.com
Wine & Food Experience- wine tour and a 4 course seasonal products lunch or dinner  with 7 paired wines.,Degustazione,Prenotare,Prenotare,Consulta sito,"Spanish Square 73, 00187 Rome Rome, Italy",200.00,https://www.winetourism.com/experience/wine-food-experience-wine-tour-and-a-4-course-seasonal-products-lunch-or-dinner-with-7-paired-wines,Winetourism.com
Wine & Food Experience- wine tour and a 4 course seasonal products lunch or dinner  with 7 paired wines.,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Leonardo Da Vinci 126, 00054 Fiumicino Rome, Italy",200.00,https://www.winetourism.com/experience/wine-food-experience-wine-tour-and-a-4-course-seasonal-products-lunch-or-dinner-with-7-paired-wines-2,Winetourism.com
Evolution Wine Tasting,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Frascati Colonna 29, 00078 Monte Porzio Catone Rome, Italy",50.00,https://www.winetourism.com/experience/evolution-wine-tasting,Winetourism.com
Deluxe Wine Tasting,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Frascati Colonna 29, 00078 Monte Porzio Catone Rome, Italy",50.00,https://www.winetourism.com/experience/evolution-wine-tasting-copy,Winetourism.com
Lazio Wine Journey: Vineyard Tour & Tasting,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Ardeatina 169, 00040 Ardea Rome, Italy",23.00,https://www.winetourism.com/experience/wine-tasting-and-tour-at-cantina-gaffino,Winetourism.com
Lazio Vineyard Feast & Wine Journey at Casal Pilozzo,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Pilozzo 17, Monte Porzio Catone, 78, Italy",20.00,https://www.winetourism.com/experience/wine-tasting-and-tour-at-casal-pilozzo,Winetourism.com
Lazio Wine Journey at Pileum Winery,Degustazione,Prenotare,Prenotare,Consulta sito,"Piglio, Frosinone, Italy",25.00,https://www.winetourism.com/experience/winery-visit-and-wine-tasting-at-pileum,Winetourism.com
Lazio’s Finest: Pileum Wine & Gourmet Tasting,Degustazione,Prenotare,Prenotare,Consulta sito,"Piglio, Frosinone, Italy",40.00,https://www.winetourism.com/experience/wine-lovers-wine-tour-wine-tasting-and-tour-at-pileum,Winetourism.com
Lazio Wine & Bites at Pileum Winery,Degustazione,Prenotare,Prenotare,Consulta sito,"Contrada Piglio, 03017 Morolo Frosinone, Italy",20.00,https://www.winetourism.com/experience/aperitif-at-pileum,Winetourism.com
Lazio Wine Journey: Vineyard Tour & Tasting,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Di Monterosi 28, 00069 Trevignano Romano Rome, Italy",33.00,https://www.winetourism.com/experience/popular-wine-tour-and-tasting-at-cantine-capitani,Winetourism.com
Lazio Vineyards: Wine Tour & Tasting at Cantine Capitani,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Di Monterosi 5, 00069 Trevignano Romano Rome, Italy",57.00,https://www.winetourism.com/experience/premium-wine-tour-and-tasting-at-cantine-capitani,Winetourism.com
Lazio Vineyard Picnic & Wine Tour at Cantine Capitani,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Di Monterosi 5, 00069 Trevignano Romano città metropolitana di Roma Capitale, Italia",45.00,https://www.winetourism.com/experience/picnic-in-the-vineyards-cantine-capitani,Winetourism.com
Lazio Vineyard Tour & Wine Tasting Experience,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Ardeatina 169, 00040 Ardea Rome, Italy",18.00,https://www.winetourism.com/experience/tasting-itinerary,Winetourism.com
Lazio Wine Journey: Tasting & Tour at Cantina Gaffino,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Ardeatina 169, 00040 Ardea Rome, Italy",28.00,https://www.winetourism.com/experience/esplora-cantina-gaffino-tour-di-degustazione-e-cantina-copy,Winetourism.com
“IDENTITY” Tasting  at the Colle Picchioni winery,Degustazione,Prenotare,Prenotare,Consulta sito,,45.00,https://www.winetourism.com/experience/identity-tasting-at-the-colle-picchioni-winery,Winetourism.com
"""Stories"" Tasting at the Colle Picchioni Winery",Degustazione,Prenotare,Prenotare,Consulta sito,,60.00,https://www.winetourism.com/experience/stories-tasting-at-the-colle-picchioni-winery,Winetourism.com
From Sunset to the Glass - Dinners in the Vineyard & Evenings Among the Vines,Degustazione,Prenotare,Prenotare,Consulta sito,,68.00,https://www.winetourism.com/experience/from-sunset-to-the-glass-dinners-in-the-vineyard-evenings-among-the-vines,Winetourism.com
A Dinner for Two,Degustazione,Prenotare,Prenotare,Consulta sito,,200.00,https://www.winetourism.com/experience/a-dinner-for-two,Winetourism.com
Lazio Wine & Wildlife Tour at La Ferriera,Degustazione,Prenotare,Prenotare,Consulta sito,"La Ferriera Srl Societa Agricola, Via Ferriera, Atina, FR, Italy",18.00,https://www.winetourism.com/experience/wine-tasting-and-winery-tour-of-la-ferriera,Winetourism.com
Lazio Wine & Vineyard Tour at Castello Montesasso,Degustazione,Prenotare,Prenotare,Consulta sito,"{43.96033133,12.1822479}",20.00,https://www.winetourism.com/experience/wine-tasting-and-tour-at-castello-montesasso,Winetourism.com
Lazio's Finest: Gotto d'Oro Wine & Vineyard Journey,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Del Divino Amore, 347, Marino, 47, Italy",25.00,https://www.winetourism.com/experience/wine-tasting-and-tour-at-gotto-doro,Winetourism.com
Lazio Wine & Harvest Tour at Casale Mattia,Degustazione,Prenotare,Prenotare,Consulta sito,"Casale Mattia Via di Monte Mellone 00044 Monte Compatri RM, Italy",35.00,https://www.winetourism.com/experience/a-tour-and-tasting-at-casale-mattia,Winetourism.com
Lazio Wine & Vineyard Escape at Migrante,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Formale, 00035 Olevano Romano RM, Italy",20.00,https://www.winetourism.com/experience/visiting-and-tasting-at-azienda-agricola-migrante,Winetourism.com
Lazio Wine & Cellar Journey: Taste the Terroir,Degustazione,Prenotare,Prenotare,Consulta sito,"Marino, Rome, Italy",25.00,https://www.winetourism.com/experience/tasting-with-visit-to-the-cellar-at-dino-limiti,Winetourism.com
Lazio Vineyard Tour & Natural Wine Tasting,Degustazione,Prenotare,Prenotare,Consulta sito,"Via Sciobaco 9, 04022 Fondi province of Latina, Italy",60.00,https://www.winetourism.com/experience/glass-in-hand-take-the-glass,Winetourism.com
Tasting in the Cellar with food and wine pairings,Degustazione,Prenotare,Prenotare,Consulta sito,"Albano Laziale, città metropolitana di Roma Capitale, Italia",20.00,https://www.winetourism.com/experience/tasting-in-the-cellar-with-food-and-wine-pairings,Winetourism.com
"6 Italian Fine Wines, Cured Meats & Cheeses Tasting",Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,85.00,https://www.winetourism.com/book-a-local-wine-guide/patrizia-bortone/wine-tasting-with-6-different-italian-fine-wines-cured-meats-cheeses,Winetourism.com
Secret Food Tours Rome Trastevere,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,99.00,https://www.winetourism.com/book-a-local-wine-guide/secret-food-tours/secret-food-tours-rome,Winetourism.com
Shades of Italian Terroir - A Tasting of Minimal Intervention wines,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,75.00,https://www.winetourism.com/book-a-local-wine-guide/maurizio/shades-of-italian-terroir-a-tasting-of-minimal-intervention-wines,Winetourism.com
Low intervention wines made near Rome and its overlooked region of Lazio,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,75.00,https://www.winetourism.com/book-a-local-wine-guide/maurizio/low-intervention-wines-made-near-rome-and-its-overlooked-region-of-lazio,Winetourism.com
Learn Wine Tasting in Rome at Glu Glu Winebar,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,50.00,https://www.winetourism.com/book-a-local-wine-guide/daniele-federico/local-wine-tasting,Winetourism.com
Guided Private Tour with Wine Tasting and Lunch to Tuscany from Rome,Degustazione,Prenotare,Prenotare,Consulta sito,Consulta sito,280.00,https://www.winetourism.com/book-a-local-wine-guide/andrea-p/guided-private-tour-with-wine-tasting-and-lunch,Winetourism.com
